code_only,Prompt,Result
"```python
def check_arithmetic_subarrays(nums, l, r):
    results = []
    for i in range(len(l)):
        subarray = sorted(nums[l[i]:r[i] + 1])
        is_arithmetic = True
        diff = subarray[1] - subarray[0]
        for j in range(1, len(subarray) - 1):
            if subarray[j + 1] - subarray[j] != diff:
                is_arithmetic = False
                break
        results.append(is_arithmetic)
    return results
```


",,
"```python
import heapq
from typing import List

def minimumEffortPath(heights: List[List[int]]) -> int:
    directions = [(1, 0), (0, 1), (-1, 0), (0, -1)]
    rows = len(heights)
    cols = len(heights[0])
    efforts = [[float('inf')] * cols for _ in range(rows)]

    q = [(0, 0, 0)]
    efforts[0][0] = 0
    
    while q:
        effort, x, y = heapq.heappop(q)
        
        if x == rows - 1 and y == cols - 1:
            return effort
        
        for dx, dy in directions:
            nx, ny = x + dx, y + dy
            if 0 <= nx < rows and 0 <= ny < cols:
                new_effort = max(effort, abs(heights[nx][ny] - heights[x][y]))
                if new_effort < efforts[nx][ny]:
                    efforts[nx][ny] = new_effort
                    heapq.heappush(q, (new_effort, nx, ny))
    
    return -1
```


",,
"```python
def largest_merge(word1: str, word2: str) -> str:
    merge = []
    while word1 or word2:
        if word1 > word2:
            merge.append(word1[0])
            word1 = word1[1:]
        else:
            merge.append(word2[0])
            word2 = word2[1:]
    return ''.join(merge)
```

",,
"```python
def decrypt(code, k):
    n = len(code)
    result = [0] * n
    if k == 0: return result
    
    for i in range(n):
        sum = 0
        for j in range(1, abs(k) + 1):
            sum += code[(i + j) % n] if k > 0 else code[(i - j + n) % n]
        result[i] = sum
    return result
```

",,
"```python
def min_deletions(s: str) -> int:
    a_count, deletions = 0, 0
    for c in s:
        if c == 'a':
            a_count += 1
        else:
            if a_count > 0:
                a_count -= 1
            else:
                deletions += 1
    return deletions
```

",,
"```python
from typing import List

def canDistribute(nums: List[int], quantity: List[int]) -> bool:
    counts = [0] * 51
    for num in nums:
        counts[num] += 1

    quantity.sort(reverse=True)

    def dfs(idx: int) -> bool:
        if idx == len(quantity):
            return True
        for i in range(1, 51):
            if counts[i] >= quantity[idx]:
                counts[i] -= quantity[idx]
                if dfs(idx + 1):
                    return True
                counts[i] += quantity[idx]
        return False

    return dfs(0)
```


",,
"```python
def count_homogenous(s: str) -> int:
    MOD = 1000000007
    count, total = 1, 0
    for i in range(1, len(s)):
        count = count + 1 if s[i] == s[i - 1] else 1
        total = (total + count) % MOD
    return (total + count) % MOD
```

",,
"```python
def can_form_array(arr, pieces):
    piece_map = {piece[0]: piece for piece in pieces}
    
    i = 0
    while i < len(arr):
        if arr[i] not in piece_map:
            return False
        
        for num in piece_map[arr[i]]:
            if arr[i] != num:
                return False
            i += 1
            
    return True
```

",,
"```python
def count_vowel_strings(n):
    dp = [1, 1, 1, 1, 1]

    for i in range(1, n):
        for j in range(3, -1, -1):
            dp[j] += dp[j + 1]

    return sum(dp)
```

",,
"```python
import heapq

def furthest_building(heights, bricks, ladders):
    min_heap = []
    for i in range(len(heights) - 1):
        diff = heights[i + 1] - heights[i]
        if diff > 0:
            heapq.heappush(min_heap, diff)
            if len(min_heap) > ladders:
                bricks -= heapq.heappop(min_heap)
                if bricks < 0:
                    return i
    return len(heights) - 1
```


",,
"```python
def longestNiceSubstring(s: str) -> str:
    n = len(s)
    result = """"
    for i in range(n):
        for j in range(i + 1, n):
            is_nice = True
            for ch in range(ord('A'), ord('Z') + 1):
                upper = chr(ch) in s[i:j+1]
                lower = chr(ch + 32) in s[i:j+1]
                if (upper and not lower) or (not upper and lower):
                    is_nice = False
                    break
            if is_nice and j - i + 1 > len(result):
                result = s[i:j+1]
    return result
```

",,
"```python
def max_k_repeating(sequence, word):
    max_k = 0
    seq_length = len(sequence)
    word_length = len(word)
    for i in range(seq_length - word_length + 1):
        k = 0
        while sequence[i:i + word_length * (k + 1)] == word * (k + 1):
            k += 1
        max_k = max(max_k, k)
    return max_k
```

",,
"```python
class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next

def mergeInBetween(list1, a, b, list2):
    prev, curr = None, list1
    index = 0
    
    while curr:
        if index == a:
            last = list2
            while last.next:
                last = last.next
            prev.next = list2
            last.next = curr.next
            break
            
        if index > a and index < b:
            curr = curr.next
        else:
            prev = curr
            curr = curr.next

        index += 1

    return list1
```

",,
"```python
from bisect import bisect_left

def minimum_mountain_removals(nums):
    n = len(nums)
    left, right = [0] * n, [0] * n
    for i in range(n):
        left[i] = bisect_left(left[:i], nums[i])
        right[n - 1 - i] = bisect_left(right[n - i:], nums[n - 1 - i])

    return n - max(left[i] + right[i] for i in range(1, n - 1)) - 1
```

",,
"```python
def mergeAlternately(word1: str, word2: str) -> str:
    result = []
    i, j = 0, 0
    while i < len(word1) and j < len(word2):
        result.append(word1[i])
        result.append(word2[j])
        i += 1
        j += 1
    result += word1[i:]
    result += word2[j:]
    return """".join(result)
```

",,
"```python
def maximum_generated(n: int) -> int:
    if n == 0:
        return 0
    nums = [0] * (n + 1)
    nums[1] = 1
    for i in range(2, n + 1):
        nums[i] = nums[i // 2] if i % 2 == 0 else nums[i // 2] + nums[i // 2 + 1]
    return max(nums)
```

",,
"```python
def min_deletions(s):
    freq = collections.Counter(s)
    used = set()
    deletions = 0

    for count in freq.values():
        while count in used and count > 0:
            deletions += 1
            count -= 1
        used.add(count)

    return deletions
```

",,
"```python
def maxProfit(inventory, orders):
    mod = 10**9 + 7
    inventory.sort(reverse=True)
    inventory.append(0)
    n, ans, count = len(inventory), 0, 1
    for i in range(n - 1):
        diff = inventory[i] - inventory[i + 1]
        if count * diff < orders:
            orders -= count * diff
            ans = (ans + (((inventory[i] + inventory[i + 1] + 1) * diff) // 2) % mod * count) % mod
        else:
            q, r = divmod(orders, count)
            ans = (ans + (((inventory[i] + inventory[i] - q + 1) * q) // 2) % mod * count) % mod
            ans = (ans + r * (inventory[i] - q)) % mod
            break
        count += 1
    return ans
```

",,
"```python
from sortedcontainers import SortedList

MOD = int(1e9) + 7

def create_sorted_array(instructions):
    s = SortedList()
    cost = 0

    for i in instructions:
        less_than = s.bisect_left(i)
        greater_than = len(s) - s.bisect_right(i)
        cost = (cost + min(less_than, greater_than)) % MOD
        s.add(i)

    return cost
```

",,
"```python
def countMatches(items, ruleKey, ruleValue):
    count = 0
    index = {""type"": 0, ""color"": 1, ""name"": 2}[ruleKey]
    for item in items:
        if item[index] == ruleValue:
            count += 1
    return count
```

",,
"```python
from itertools import product

def closest_cost(base_costs, topping_costs, target):
    closest = float('inf')
    topping_combinations = list(product([0, 1, 2], repeat=len(topping_costs)))
    
    for base in base_costs:
        for combination in topping_combinations:
            combination_cost = sum(x * y for x, y in zip(topping_costs, combination))
            diff = abs(target - (base + combination_cost))
            if diff < closest:
                closest = diff
            if diff == 0:
                return target

    return target - closest
```

",,
"```python
class OrderedStream:
    def __init__(self, n: int):
        self.ptr = 1
        self.data = {}

    def insert(self, idKey: int, value: str):
        self.data[idKey] = value
        result = []
        while self.ptr in self.data:
            result.append(self.data[self.ptr])
            self.ptr += 1
        return result
```


",,
"```python
def minOperations(nums, x):
    total = sum(nums)
    target = total - x
    if target < 0:
        return -1

    maxLength = -1
    left = 0
    current_sum = 0

    for right in range(len(nums)):
        current_sum += nums[right]

        while current_sum > target:
            current_sum -= nums[left]
            left += 1

        if current_sum == target:
            maxLength = max(maxLength, right - left + 1)

    return -1 if maxLength == -1 else len(nums) - maxLength
```


",,
"```python
from functools import lru_cache

def getMaxGridHappiness(m, n, introvertsCount, extrovertsCount):
    @lru_cache(None)
    def maxHappy(y, mask):
        if y == n:
            return 0

        ans = 0
        for x in range(m + 1):
            happiness = 0
            if mask >> x & 1:
                happiness -= 30
                if x > 0 and mask & 1:
                    happiness -= 30
                else:
                    happiness += 20
            ans = max(ans, happiness + maxHappy(y + 1, (mask | (1 << x)) >> 1))

        return ans

    return maxHappy(0, 0)
```


",,
"```python
def nearestValidPoint(x: int, y: int, points: List[List[int]]) -> int:
    min_distance = float(""inf"")
    index = -1
    for i, point in enumerate(points):
        if x == point[0] or y == point[1]:
            distance = abs(x - point[0]) + abs(y - point[1])
            if distance < min_distance:
                min_distance = distance
                index = i
    return index
```

",,
"```python
def check_powers_of_three(n: int) -> bool:
    while n > 0:
        if n % 3 == 2:
            return False
        n //= 3
    return True
```

",,
"```python
def arrayStringsAreEqual(word1, word2):
    return """".join(word1) == """".join(word2)
```

",,
"```python
def get_smallest_string(n: int, k: int) -> str:
    result = ['a'] * n
    k -= n
    idx = n - 1
    while k > 0:
        value = min(k, 25)
        result[idx] = chr(ord(result[idx]) + value)
        k -= value
        idx -= 1
    return ''.join(result)
```

",,
"```python
def minimum_energy(tasks):
    tasks.sort(key=lambda task: task[1] - task[0], reverse=True)

    energy = 0
    for task in tasks:
        energy = max(energy + task[0], task[1])
    return energy
```

",,
"```python
def minElements(nums, limit, goal):
    sum_nums = sum(nums)
    diff = abs(goal - sum_nums)
    
    return (diff + limit - 1) // limit
```


",,
"```python
def count_consistent_strings(allowed, words):
    allowed_set = set(allowed)
    count = 0
    for word in words:
        is_valid = True
        for c in word:
            if c not in allowed_set:
                is_valid = False
                break
        if is_valid:
            count += 1
    return count
```

",,
"```python
def calculate_summation_of_absolute_differences(nums):
    n = len(nums)
    result = [0] * n

    for i in range(n):
        for j in range(n):
            if i != j:
                result[i] += abs(nums[i] - nums[j])

    return result
```

",,
"```python
def stoneGameVI(aliceValues, bobValues):
    n = len(aliceValues)
    sums = sorted([(aliceValues[i] + bobValues[i], i) for i in range(n)], reverse=True)
    
    aliceScore = sum(aliceValues[i] for _, i in sums[::2])
    bobScore = sum(bobValues[i] for _, i in sums[1::2])
    
    return 0 if aliceScore == bobScore else 1 if aliceScore > bobScore else -1
```

",,
"```python
def are_almost_equal(s1, s2):
    if s1 == s2:
        return True
    diff = [i for i in range(len(s1)) if s1[i] != s2[i]]
    return len(diff) == 2 and s1[diff[0]] == s2[diff[1]] and s1[diff[1]] == s2[diff[0]]
```

",,
"```python
def maximum_wealth(accounts):
    return max(sum(customer) for customer in accounts)
```


",,
"```python
def most_competitive(nums, k):
    stack = []
    n = len(nums)

    for i in range(n):
        while stack and nums[i] < stack[-1] and len(stack) + n - i > k:
            stack.pop()
        if len(stack) < k:
            stack.append(nums[i])

    return stack
```

",,
"```python
def min_moves(nums, limit):
    n = len(nums)
    delta = [0] * (2 * limit + 2)

    for i in range(n // 2):
        lo = min(nums[i], nums[n - 1 - i]) + 1
        hi = max(nums[i], nums[n - 1 - i]) + limit
        delta[lo] -= 1
        delta[nums[i] + nums[n - 1 - i]] -= 1
        delta[hi + 1] += 1

    moves, current = n, n
    for i in range(2, 2 * limit + 1):
        current += delta[i]
        moves = min(moves, current)

    return moves
```


",,
"```python
import heapq

def minimum_deviation(nums):
    pq = []
    min_val = float(""inf"")

    for num in nums:
        if num % 2 == 0:
            heapq.heappush(pq, -num)
        else:
            heapq.heappush(pq, -(num * 2))
        min_val = min(min_val, num)

    result = float(""inf"")
    while True:
        top = -heapq.heappop(pq)
        result = min(result, top - min_val)

        if top % 2 == 1:
            break
        heapq.heappush(pq, -(top // 2))
        min_val = min(min_val, top // 2)

    return result
```


",,
"```python
def second_highest(s: str) -> int:
    largest = -1
    second_largest = -1
    for c in s:
        if c.isdigit():
            d = int(c)
            if d > largest:
                second_largest = largest
                largest = d
            elif d < largest and d > second_largest:
                second_largest = d
    return second_largest
```

",,
"```python
def interpret(command: str) -> str:
    result = []
    i = 0
    while i < len(command):
        if command[i] == ""G"":
            result.append(""G"")
            i += 1
        elif command[i:i+2] == ""()"":
            result.append(""o"")
            i += 2
        else:
            result.append(""al"")
            i += 4
    return """".join(result)
```

",,
"```python
def maxOperations(nums, k):
    count = {}
    operations = 0

    for num in nums:
        if count.get(k - num, 0) > 0:
            count[k - num] -= 1
            operations += 1
        else:
            count[num] = count.get(num, 0) + 1

    return operations
```


",,
"```python
from typing import List

def minimumIncompatibility(nums: List[int], k: int) -> int:
    n = len(nums)
    if n % k != 0:
        return -1
    
    nums.sort()
    diffs = [nums[(i + 1) * (n // k) - 1] - nums[i * (n // k)] for i in range(k)]
    
    return sum(diffs)
```

",,
"```python
def concatenated_binary(n: int) -> int:
    result = 0
    mod = 1000000007
    for i in range(1, n + 1):
        length = len(bin(i)) - 2
        result = ((result << length) % mod + i) % mod
    return result
```


",,
"```python
from heapq import *

def getNumberOfBacklogOrders(orders):
    buy_orders, sell_orders = [], []
    num_orders, mod = 0, int(1e9) + 7

    for price, amount, order_type in orders:
        if order_type == 0: # buy order
            while amount and sell_orders and sell_orders[0][0] <= price:
                x = min(amount, sell_orders[0][1])
                amount, sell_orders[0][1] = amount - x, sell_orders[0][1] - x
                if sell_orders[0][1] == 0:
                    heappop(sell_orders)
            if amount:
                heappush(buy_orders, (-price, amount))
        else: # sell order
            while amount and buy_orders and -buy_orders[0][0] >= price:
                x = min(amount, buy_orders[0][1])
                amount, buy_orders[0][1] = amount - x, buy_orders[0][1] - x
                if buy_orders[0][1] == 0:
                    heappop(buy_orders)
            if amount:
                heappush(sell_orders, (price, amount))
    
    while buy_orders:
        num_orders = (num_orders + heappop(buy_orders)[1]) % mod

    while sell_orders:
        num_orders = (num_orders + heappop(sell_orders)[1]) % mod

    return num_orders
```

",,
"```python
from collections import deque

def countStudents(students, sandwiches):
    queue = deque(students)
    index, attempts = 0, 0

    while queue:
        student = queue[0]
        if student == sandwiches[index]:
            queue.popleft()
            index += 1
            attempts = 0
        else:
            queue.rotate(-1)
            attempts += 1

        if attempts == len(queue):
            break

    return len(queue)
```

",,
"```python
def average_waiting_time(customers):
    wait_time = 0
    curr_time = 0
    
    for arrival, time in customers:
        curr_time = max(curr_time, arrival) + time
        wait_time += curr_time - arrival
    
    return wait_time / len(customers)
```


",,
"```python
def min_moves(nums, k):
    n = len(nums)
    ones = [i - j for i, j in enumerate(nums) if j == 1]
    
    moves = sum(ones[i] - ones[k // 2] for i in range(k))
    min_moves = moves
    
    for i in range(k, len(ones)):
        moves += ones[i] - ones[i - k] - k
        min_moves = min(min_moves, moves)
    
    return min_moves
```


",,
"```python
def numberOfMatches(n):
    return n - 1
```


",,
"```python
def minPartitions(n: str) -> int:
    max_digit = 0
    for c in n:
        max_digit = max(max_digit, int(c))
        if max_digit == 9:
            break
    return max_digit
```

",,
"```python
def stoneGame(stones):
    n = len(stones)
    dp = [[0] * n for _ in range(n)]
    
    for i in range(n - 1, -1, -1):
        for j in range(i + 1, n):
            dp[i][j] = max(stones[j] - dp[i][j - 1], stones[i] - dp[i + 1][j])
    
    return dp[0][n - 1]
```

",,
"```python
class Solution:
    def findShortestPath(self, master: 'GridMaster') -> int:
        def dfs(master, x, y):
            nonlocal target
            if master.isTarget():
                target = (x, y)
            for i in range(4):
                nx, ny = x + dirs[i], y + dirs[i + 1]
                if (nx, ny) in grid:
                    continue
                if master.canMove(DIR_CHAR[i]):
                    cost = master.move(DIR_CHAR[i])
                    grid[(nx, ny)] = cost
                    dfs(master, nx, ny)
                    master.move(OPPOSITE_DIR_CHAR[i])
                    
        def bfs():
            q = deque([(0, 0)])
            grid[(0, 0)] = 0
            while q:
                x, y = q.popleft()
                for i in range(4):
                    nx, ny = x + dirs[i], y + dirs[i + 1]
                    cost = grid[(x, y)] + grid.get((nx, ny), 0)
                    if (nx, ny) in grid and grid[(nx, ny)] > cost:
                        grid[(nx, ny)] = cost
                        if (nx, ny) != target:
                            q.append((nx, ny))
            return grid.get(target, -1)
        
        dirs = [-1, 0, 1, 0, -1]
        DIR_CHAR = ""URDL""
        OPPOSITE_DIR_CHAR = ""DLUR""
        grid = {}
        target = None
        
        dfs(master, 0, 0)
        if target is None:
            return -1
        
        return bfs()
```

",,
"```python
def reformat_number(number):
    cleaned_number = ''.join(c for c in number if c.isdigit())

    blocks = []
    n = len(cleaned_number)
    i = 0
    while i < n:
        if n - i == 2 or n - i == 4:
            blocks.append(cleaned_number[i:i + 2])
            i += 2
        else:
            blocks.append(cleaned_number[i:i + 3])
            i += 3

    return '-'.join(blocks)
```

",,
"```python
def maximum_unique_subarray(nums):
    max_sum, current_sum, left = 0, 0, 0
    elements = set()
    
    for right in range(len(nums)):
        while nums[right] in elements:
            elements.remove(nums[left])
            current_sum -= nums[left]
            left += 1
        
        elements.add(nums[right])
        current_sum += nums[right]
        max_sum = max(max_sum, current_sum)
    
    return max_sum
```


",,
"```python
from collections import deque

def maxResult(nums, k):
    n = len(nums)
    dq = deque()
    dp = [0] * n
    
    dp[0] = nums[0]
    dq.append(0)
    
    for i in range(1, n):
        while dq and dq[0] < i - k:
            dq.popleft()
        
        dp[i] = nums[i] + dp[dq[0]]
        
        while dq and dp[i] >= dp[dq[-1]]:
            dq.pop()
        
        dq.append(i)
    
    return dp[-1]
```

",,
"```python
from typing import List

def distanceLimitedPathsExist(n: int, edgeList: List[List[int]], queries: List[List[int]]) -> List[bool]:
    edgeList.sort(key=lambda x: x[2])
    queries = sorted(enumerate(queries), key=lambda x: x[1][2])

    def find(x: int, parent: List[int]) -> int:
        if x != parent[x]:
            parent[x] = find(parent[x], parent)
        return parent[x]

    parent = list(range(n))
    res = [False] * len(queries)
    idx = 0

    for query_id, query in queries:
        p, q, limit = query
        while idx < len(edgeList) and edgeList[idx][2] < limit:
            u, v = edgeList[idx][:2]
            ru, rv = find(u, parent), find(v, parent)
            if ru != rv:
                parent[ru] = rv
            idx += 1
        res[query_id] = find(p, parent) == find(q, parent)

    return res
```

",,
"```python
def truncateSentence(s: str, k: int) -> str:
    words = s.split()
    return "" "".join(words[:k])
```

",,
"```python
def total_money(n):
    weeks = n // 7
    days_remaining = n % 7
    return 28 * weeks + 7 * weeks * (weeks - 1) // 2 + (weeks + 1) * days_remaining + days_remaining * (days_remaining - 1) // 2
```


",,
"```python
def max_points(s, x, y):
    points = 0
    s = list(s)
    for i in range(1, len(s)):
        if s[i] == s[i - 1]:
            points += max(x, y)
            s[i] = '#'
    return points
```

",,
"```python
def largest_lex_sequence(n: int) -> list[int]:
    res = [0] * n
    for i in range(n):
        res[i] = i % 2
    return res
```

",,
"```python
def count_trees(pairs):
    nodes = len(pairs) + 1
    in_degrees = [0] * nodes
    for x, y in pairs:
        in_degrees[y] += 1
    
    res = 1
    for in_degree in in_degrees[1:]:
        res *= in_degree
    
    return res
```

",,
"```python
def signFunc(x):
    if x > 0:
        return 1
    elif x < 0:
        return -1
    else:
        return 0

def arraySign(nums):
    product = 1
    for num in nums:
        product *= signFunc(num)
    return product
```

",,
"```python
def halves_are_alike(s: str) -> bool:
    half_length = len(s) // 2
    count_a, count_b = 0, 0

    for i in range(half_length):
        if s[i] in ""aeiouAEIOU"": count_a += 1

    for i in range(half_length, len(s)):
        if s[i] in ""aeiouAEIOU"": count_b += 1

    return count_a == count_b
```

",,
"```python
import heapq

def eatenApples(apples, days):
    n = len(apples)
    pq = []
    ans = 0

    for i in range(n + 1):
        if i < n and apples[i] > 0:
            heapq.heappush(pq, (i + days[i], apples[i]))

        while pq and pq[0][0] <= i:
            heapq.heappop(pq)

        if pq:
            ans += 1
            curr_apple = heapq.heappop(pq)
            if curr_apple[1] > 1:
                heapq.heappush(pq, (curr_apple[0], curr_apple[1] - 1))

    return ans
```


",,
"```python
def minimum_working_time(jobs, k):
    max_job = max(jobs)
    sum_jobs = sum(jobs)
    
    left, right = max_job, sum_jobs
    while left < right:
        mid = left + (right - left) // 2
        count, current_sum = 1, 0

        for job in jobs:
            if current_sum + job > mid:
                count += 1
                current_sum = 0
            current_sum += job

        if count <= k:
            right = mid
        else:
            left = mid + 1

    return left
```


",,
"```python
def maximizeXor(nums, queries):
    trie = {}
    nums.sort()

    new_queries = sorted([(x, m, i) for i, (x, m) in enumerate(queries)], key=lambda x: x[1])

    ans = [0] * len(queries)

    idx = 0
    for x, m, i in new_queries:
        while idx < len(nums) and nums[idx] <= m:
            t = nums[idx]
            idx += 1
            cur = trie
            for j in range(31, -1, -1):
                bit = (t >> j) & 1
                cur = cur.setdefault(bit, {})
        cur = trie
        xor_value = 0
        for j in range(31, -1, -1):
            bit = (x >> j) & 1
            if 1 ^ bit in cur:
                cur = cur[1 ^ bit]
                xor_value |= 1 << j
            else:
                cur = cur[bit]
        ans[i] = xor_value if cur else -1

    return ans
```


",,
"```python
def min_operations(nums):
    operations = 0
    for i in range(1, len(nums)):
        if nums[i] <= nums[i - 1]:
            operations += (nums[i - 1] - nums[i]) + 1
            nums[i] = nums[i - 1] + 1
    return operations
```

",,
"```python
def countPoints(points, queries):
    answer = []
    for query in queries:
        inside = 0
        for point in points:
            dx = point[0] - query[0]
            dy = point[1] - query[1]
            if dx * dx + dy * dy <= query[2] * query[2]:
                inside += 1
        answer.append(inside)
    return answer
```


",,
"```python
def maximumUnits(boxTypes, truckSize):
    boxTypes.sort(key=lambda x: x[1], reverse=True)
    
    totalUnits = 0
    for box in boxTypes:
        boxCount = min(truckSize, box[0])
        totalUnits += boxCount * box[1]
        truckSize -= boxCount
        if truckSize == 0:
            break
    
    return totalUnits
```

",,
"```python
from collections import defaultdict

def countPairs(deliciousness):
    MOD = 10**9 + 7
    hashMap = defaultdict(int)
    maxVal = max(deliciousness)
    maxSum = maxVal * 2

    count = 0
    for val in deliciousness:
        for sum in (1 << i for i in range(22)):
            count = (count + hashMap[sum - val]) % MOD
        hashMap[val] += 1

    return count
```

",,
"```python
from bisect import bisect_left

def min_operations(target, arr):
    index_map = {num: i for i, num in enumerate(target)}

    lis = []
    for num in arr:
        if num in index_map:
            pos = bisect_left(lis, index_map[num])
            if pos == len(lis):
                lis.append(index_map[num])
            else:
                lis[pos] = index_map[num]

    return len(target) - len(lis)
```

",,
"```python
def largestAltitude(gain):
    max_altitude, current_altitude = 0, 0
    for i in gain:
        current_altitude += i
        max_altitude = max(max_altitude, current_altitude)
    return max_altitude
```

",,
"```python
def minimum_teachings(n, languages, friendships):
    language_users = {}
    unconnected_users = set()

    for u, v in friendships:
        can_communicate = any(lang in languages[v-1] for lang in languages[u-1])
        if not can_communicate:
            unconnected_users.add(u)
            unconnected_users.add(v)

    res = len(unconnected_users)
    for i in range(1, n+1):
        cnt = sum(i not in languages[user-1] for user in unconnected_users)
        res = min(res, cnt)

    return res
```

",,
"```python
def decode(encoded):
    n = len(encoded) + 1
    total_xor = 0
    for i in range(1, n + 1):
        total_xor ^= i
    encoded_xor = 0
    for i in range(1, n - 1, 2):
        encoded_xor ^= encoded[i]
    perm = [total_xor ^ encoded_xor]
    for i in range(1, n):
        perm.append(perm[-1] ^ encoded[i - 1])
    return perm
```

",,
"```python
from collections import defaultdict
from typing import List

MOD = 10**9 + 7

def product_ways(queries: List[List[int]]) -> List[int]:
    res = []
    for n, k in queries:
        pf = []
        pm = defaultdict(int)

        i = 2
        while i * i <= k:
            cnt = 0
            while k % i == 0:
                cnt += 1
                k //= i
            if cnt:
                pf.append(cnt)
                pm[cnt] += 1
            i += 1

        if k > 1:
            pm[k] += 1
            pf.append(1)

        ans = 1
        for p in pf:
            ans = (ans * (p * (n - 1) + 1)) % MOD

        res.append(ans)
    return res
```

",,
"```python
def sum_base(n: int, k: int) -> int:
    s = 0
    while n:
        s += n % k
        n //= k
    return s
```


",,
"```python
def maxFrequency(nums: List[int], k: int) -> int:
    nums.sort()
    n, i, s, max_freq = len(nums), 0, 0, 0

    for j in range(n):
        s += nums[j]
        while s + k < nums[j] * (j - i + 1):
            s -= nums[i]
            i += 1
        max_freq = max(max_freq, j - i + 1)

    return max_freq
```

",,
"```python
def decode(encoded, first):
    arr = [first]
    for num in encoded:
        arr.append(arr[-1] ^ num)
    return arr
```


",,
"```python
from collections import defaultdict

def dfs(node, visited, graph, group):
    if visited[node]:
        return
    visited[node] = 1
    group.append(node)
    for neighbor in graph[node]:
        dfs(neighbor, visited, graph, group)

def minimumHammingDistance(source, target, allowedSwaps):
    n = len(source)
    graph = defaultdict(list)
    for a, b in allowedSwaps:
        graph[a].append(b)
        graph[b].append(a)

    res = 0
    visited = [0] * n
    for i in range(n):
        if not visited[i]:
            group = []
            dfs(i, visited, graph, group)
            count = defaultdict(int)

            for node in group:
                count[source[node]] += 1
            for node in group:
                if count[target[node]] > 0:
                    res += 1
                    count[target[node]] -= 1

    return n - res
```


",,
"```python
from itertools import permutations

def nextPalindrome(num: str) -> str:
    n = len(num)
    first_half = num[:(n + 1) // 2]
    candidates = sorted(set(int("""".join(p)) for p in permutations(first_half)))

    for c in candidates:
        c_str = str(c)
        second_half = c_str[::-1]
        if n % 2 == 1: second_half = second_half[1:]
        candidate_str = c_str + second_half

        if candidate_str > num:
            return candidate_str

    return """"
```

",,
"```python
def count_balls(low_limit: int, high_limit: int) -> int:
    box_counts = [0] * 46
    for i in range(low_limit, high_limit + 1):
        box_number = sum(map(int, str(i)))
        box_counts[box_number] += 1
    return max(box_counts)
```

",,
"```python
def largestSubmatrix(matrix):
    m, n = len(matrix), len(matrix[0])
    height = [0] * n
    max_area = 0

    for i in range(m):
        for j in range(n):
            if matrix[i][j] == 1:
                height[j] += 1
            else:
                height[j] = 0
        sorted_height = sorted(height)
        for j in range(n):
            max_area = max(max_area, sorted_height[j] * (n - j))

    return max_area
```


",,
"```python
def maximumElementAfterDecrementingAndRearranging(arr: List[int]) -> int:
    arr.sort()
    arr[0] = 1
    for i in range(1, len(arr)):
        arr[i] = min(arr[i], arr[i - 1] + 1)
    return arr[-1]
```

",,
"
```javascript
function closestRoom(rooms, queries) {
    rooms.sort((a, b) => b[1] - a[1]);
    
    for (let i = 0; i < queries.length; ++i) {
        queries[i].push(i);
    }
    
    queries.sort((a, b) => b[1] - a[1]);
    
    let result = new Array(queries.length);
    let ids = new Set();
    
    let j = 0;
    for (const q of queries) {
        while (j < rooms.length && rooms[j][1] >= q[1]) {
            ids.add(rooms[j++][0]);
        }
        if (ids.size === 0) {
            result[q[2]] = -1;
        } else {
            let minAbsDiff = Infinity;
            let minId = undefined;
            for (let id = q[0]; id <= 10000000; ++id) {
                if (ids.has(id) && Math.abs(id-q[0]) < minAbsDiff) {
                    minAbsDiff = Math.abs(id - q[0]);
                    minId = id;
                }
                if (ids.has(id-1) && Math.abs(id-1-q[0]) < minAbsDiff) {
                    minAbsDiff = Math.abs(id - 1 - q[0]);
                    minId = id - 1;
                }
                if (minId !== undefined)
                    break;
            }
            result[q[2]] = minId;
        }
    }
    
    return result;
}
```


",,
"```python
def sum_of_unique_elements(nums):
    elem_count = {}
    for num in nums:
        elem_count[num] = elem_count.get(num, 0) + 1
    sum = 0
    for elem, count in elem_count.items():
        if count == 1:
            sum += elem
    return sum
```


",,
"```python
def maxAbsoluteSum(nums):
    max_sum, min_sum, max_so_far, min_so_far = 0, 0, 0, 0
    for num in nums:
        max_so_far = max(num, max_so_far + num)
        max_sum = max(max_sum, max_so_far)

        min_so_far = min(num, min_so_far + num)
        min_sum = min(min_sum, min_so_far)
    return max(max_sum, abs(min_sum))
```

",,
"```python
def min_length_after_operations(s: str) -> int:
    a_count = s.count('a')
    b_count = s.count('b')
    c_count = s.count('c')

    if a_count % 2 == b_count % 2 and b_count % 2 == c_count % 2:
        return len(s) % 2
    return (len(s) + 1) % 2
```

",,
"```python
from bisect import bisect_left

def maxValue(events, k):
    events.sort(key=lambda x: x[1])
    n = len(events)
    dp = [[0] * (k + 1) for _ in range(n + 1)]

    for i in range(1, n + 1):
        start = -1
        for j in range(i - 1, 0, -1):
            if events[j - 1][1] < events[i - 1][0]:
                start = j
                break

        for j in range(1, k + 1):
            if start == -1:
                dp[i][j] = max(dp[i - 1][j], events[i - 1][2])
            else:
                dp[i][j] = max(dp[i - 1][j], dp[start][j - 1] + events[i - 1][2])

    return dp[n][k]
```


",,
